Methods for analysis of regulatory variation in cellular differentiation,55,[0.89488516],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Investigating the documentation of E-cigarette use in the VA EHR,32,[0.84069517],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Optimizing anti-epileptic drug treatment in acute brain injury,32,[0.61546931],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Enabling Technology for Safe Robot-assisted Surgical Micromanipulation,57,[0.89499247],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Microtemporal Processes Underlying Health Behavior Adoption and Maintenance,13,[0.8936817],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Learning radiomic signatures to early predict response of rectal cancer patients to neoadjuvant chemoradiation therapy,33,[0.87285161],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
"Novel, Adaptive Approaches to Predicting and Responding to Outbreaks of Overdose, HIV and HCV Among People Who Use Drugs",13,[0.83040733],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Mass Spectrometry Measurements for Complex PTMs,38,[0.87907178],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Direct measurement of gene-environment interactions by high-throughput precision genome editing,6,[0.8923997],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
ImmGen: Gene Expression and Regulation in Immune Cells,55,[0.70699136],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Prenatal Exposure to Pesticide Mixtures and Childhood ADHD,41,[0.67391602],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Clinical and Molecular Epidemiology of High Risk Coronary Plaque,33,[0.57332191],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Positive Valence Systems and Manic Symptom Trajectories in Adolescent Depression,41,[0.88765425],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Inferring gene regulatory circuitry from functional genomics data,55,[0.89110339],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
US-South American Initiative for Genetic-Neural-Behavioral Interactions in Human Neurodegenerative Research,6,[0.63935144],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
"A platform for mining, visualization and design of microbial interaction networks",38,[0.63106402],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Uncovering and Surveilling Financial Deception Risk in Aging,13,[0.89943774],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Longitudinal Assessment of Post-traumatic Syndromes,13,[0.46351834],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Dissecting the transcriptional network governing differentiation of periderm,55,[0.9009528],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
UCSC-Buck Specialized Genomic Data Analysis Center for the Genomic Data Analysis Network,6,[0.89586144],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
TEMPORAL DIETARY PATTERNS: DEVELOPMENT AND EVALUATION AGAINST ADIPOSITY AND METABOLIC BIOMARKERS,13,[0.87338115],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Circuit Dynamics for encoding and remembering sequence of events,11,[0.87088286],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Canonical computations for motor learning by the cerebellar cortex micro-circuit,36,[0.87373499],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Using Administrative and Clinical Data to Detect Drug Use and HIV Risk in Foster Care,13,[0.75004391],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Identifying Patterns of Health Care Utilization among Physical Elder Abuse Victims Using Medicare Data and Legally Adjudicated Cases,13,[0.86636176],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Dynamics of long range network interactions  in focal epilepsy,33,[0.43312303],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Multi-modal imaging of the mechanisms underlying impaired executive attention after traumatic brain injury,41,[0.91212425],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Systems-level functional proteomics analysis assemblies in Alzheimer's disease and mouse models of tauopathy,36,[0.38108426],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Georgia Comprehensive Metabolomics and Proteomics Unit for MoTrPAC,38,[0.76020148],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Decoding the regulatory architecture across brain cell types in Alzheimer's Disease,55,[0.61873498],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
"Stroke, Brain Networks, and Behavior",11,[0.89856107],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Better Outcomes for Children: Promoting Excellence in Healthcare Genomics to Inform Policy,32,[0.89161365],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Characterization of executive function dimensions across pediatric psychiatric disorders,41,[0.91294907],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Course and Outcome of Bipolar Disorder in Youth,41,[0.89078476],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Genetic and Genomic Dissection of Psoriatic Arthritis,6,[0.91104492],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
EDAC: ENCODE Data Analysis Center,38,[0.56559056],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Role of the Hippocampal-mPFC Pathway in Social Memory Deficits in Autism,36,[0.74361486],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Center for Multi- and Trans-ethnic Mapping of Mendelian and Complex Diseases,38,[0.52310532],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Impact of Telemedicine on Medicare Beneficiaries with Mental Illness,13,[0.87123945],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Targeting Multiple Kinases to Treat Experimental Spinal Cord Injury,6,[0.7971981],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Characterizing Activity Patterns in Functional Mobility After Spinal Cord Injury,13,[0.88012314],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Statistical methods for vitamin D targets for functional outcomes in older adults,13,[0.86522731],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Center for Multi- and Trans-ethnic Mapping of Mendelian and Complex Diseases,38,[0.52310532],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Development of a novel mobile health tool for age-specific dehydration assessment and management in patients with diarrheal disease,13,[0.88614184],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
"Familial hypercholesterolemia screening in children: population impact of phenotype, genotype, and cascade approaches",32,[0.8754325],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Behavioral and Neurobiological Underpinnings of Spoken Word Recognition in Late Language Emergence,41,[0.90083245],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Using the RDoC Approach to Understand Thought Disorder: A Linguistic Corpus-Based Approach,38,[0.29931753],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Approaches to Genetic Heterogeneity of Obstructive Sleep Apnea,6,[0.86695797],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Approaches to Genetic Heterogeneity of Obstructive Sleep Apnea,6,[0.86695797],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
MRI-Based Radiation Therapy Treatment Planning,33,[0.74989709],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Accelerating Cancer Genomics with Cloud-scale Bioconductor,38,[0.45883493],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Enhanced Measurement and Modeling of Sleep Electrophysiology to Better Understand Sleep Disparities,13,[0.72977108],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Creating an adaptive screening tool for detecting neurocognitive deficits and psychopathology across the lifespan,38,[0.53985053],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Driver Genes for Engineered Rotator Cuff Development,6,[0.89965557],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Searching for missing heritability for cardiometabolic outcomes by race,6,[0.47577305],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Dementia and Heart Failure in the Community,32,[0.55178221],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Scalable Software for Distributed Processing and Visualization of Multi-Site MEG/EEG Datasets,11,[0.56189862],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Advanced Heart Failure: Epidemiology and Outcomes,32,[0.51937353],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Academy of Aphasia Research and Training Symposium,57,[0.42631951],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Dynamics of Vocal Tract Shaping,57,[0.76552072],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
A Software Platform for the Identification of Cell Surface Antigens Using RNA-seq Data,6,[0.91217778],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Unlocking complex co-expression network using graphical models,6,[0.90062491],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
I-Corps Program Application for Market Assessment of Non-invasive Imaging Device to Improve Outcomes of Amputations Surgery in Critical Limb Ischemia.,33,[0.91480921],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Improved tailoring of depression care using customized clinical decision support,13,[0.45497159],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
"Developing an Optimized Conversational Agent or ""Chatbot"" to Facilitate Mental Health Services Use in Individuals with Eating Disorders",13,[0.89971881],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
"Merging Temporal Changes in Clinical Informatics, Transcriptomics, and Cytokine Profiles to Understand the Host Response to Bacteremia",32,[0.77166858],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Optimal dynamic treatment strategies for controlling alcohol use: novel methods for selecting and incorporating effect modifiers,13,[0.8965264],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Neuroscience Gateway to Enable Dissemination of Computational And Data Processing Tools And Software.,38,[0.71441306],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Brain-wide quantitative mapping of microglia activation,36,[0.47157083],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Electrophysiological Biomarkers to Optimize DBS for Depression,13,[0.53912729],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Integration of Experience-Induced Gene Expression and Circuit Functions,36,[0.68764597],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
3D temperature control to study biological processes,57,[0.49858138],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Predicting Diabetic Retinopathy from Risk Factor Data and Digital Retinal Images,33,[0.65288335],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Improving Cardiovascular Drug Safety With Automated Bleeding Classification,32,[0.71600487],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Misfoldome-centered multiOMICS approach to unravel preeclampsia subphenotypes,6,[0.90254605],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
INTEGRATING OMICS AND QUANTITATIVE IMAGING DATA IN CO-CLINICAL TRIALS TO PREDICT TREATMENT RESPONSE IN TRIPLE NEGATIVE BREAST CANCER,33,[0.90534735],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Illuminating Function of the Understudied Druggable Kinome,38,[0.55267308],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
"Data-driven analysis of protein structure, function, and regulation",38,[0.88028157],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Augmented reality visualization for intraoperative guidance based on fluorescence lifetime,33,[0.89225919],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Magnetic Resonance Imaging Based Calf Muscle Perfusion To Assess Patients With Symptomatic Peripheral Artery Disease,33,[0.90333095],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Diagnostic and prognostic biomarkers for subtypes of addiction-related circuit dysfunction,41,[0.89437011],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Obesity Prevention in Early Life (OPEL): Risk Screening and Targeted Intervention,13,[0.88958068],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Neurocognitive deficits and compensation in binge drinkers,41,[0.90150057],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Hippocampal-cortical networks underlying memory retrieval of linguistic knowledge,11,[0.53357976],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Long non-coding RNA signatures to track treatment responses in multiple sclerosis,33,[0.90714009],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Computational and brain predictors of emotion cue integration,11,[0.87839018],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Autoimmunity as a Mechanism for Atherosclerosis in COPD,6,[0.63743017],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Causal role of higher-order thalamo-cortical oscillations in sustained attention,36,[0.56966755],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Colorectal Cancer Molecular Subtype Assay Development and Validation,6,[0.8495537],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
SCH: INT A.Soclotechnilcal Systems Systems  Approach for Improving Tuberculosis Diagnostics Using Mobile Health Technologies,57,[0.61248384],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Multi-Omics Analysis of the Association of Polyunsaturated Fatty Acids with Asthma and Allergy in Childhood,6,[0.66358657],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Estimating Population Effects in Mental Health Research Using Meta-Analysis,13,[0.45568907],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Uncovering and Surveilling Financial Deception Risk in Aging (Alzheimer's Disease Supplement to 1R01AG057764-01A1),13,[0.90033809],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Gene-brain-environment interactions as determinants of typical and atypical developmental trajectories,41,[0.88381979],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Algorithms to identify non-coding mutational burden and disease-relevant pathways,6,[0.90578308],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
"Slicer+PLUS: Collaborative, open-source software for ultrasound analysis",57,[0.77955774],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Transformative Computational Infrastructures for Cell-Based Biomarker Diagnostics,6,[0.49547777],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
High-Throughput De Novo Glycan Sequencing,6,[0.46724585],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
SCH: INT: Conversations for Vision: Human-Computer Synergies in Prosthetic Interactions ,57,[0.87072695],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Development of an Online Course Suite in Tools for Analysis of Sensor-Based Behavioral Health Data (AHA!),13,[0.57517838],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Automatic SUV Extraction and Biodistribution Analysis of Preclinical PET,33,[0.79194479],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Comprehensive functional characterization and dissection of noncoding regulatory elements and human genetic variation,55,[0.89367329],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Epidemiology and clinical outcomes of diabetic macular edema,32,[0.8188019],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
"Dynamic, real-time prediction of alcohol use lapse using mHealth technologies",13,[0.7078304],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Automated detection and prediction of atrial fibrillation during sepsis,32,[0.87216465],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Using Technology to Scale Up the Evaluation of Motivational Interviewing,13,[0.90252652],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Longitudinal Study of Brain Imaging and Cognitive Markers of Tourette Syndrome in Children,41,[0.89726861],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Physics-based precision medicine: computationally phenotyping myosin isoforms and cardiomyopathy mutations,6,[0.48465973],"['genetic', 'cancer', 'disease', 'gene', 'drug', 'genes', 'cell', 'aim', 'identify', 'molecular']"
Developing an integrated virtual assistant (IVA): A tailored behavior tracking and reminder solution to assist persons with dementia and their caregivers,13,[0.88132814],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Neuron and Glial Cellular Signatures from Normal and Diseased iPS Cells,36,[0.90631088],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Mining Social Media Messages for HIV Testing and Prevention Communication,13,[0.87511844],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Deriving a Clinical Decision Rule for Suicide Risk in the Emergency Department Setting,32,[0.74163941],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Unobtrusive remote monitoring to identify and track meaningful change in daily function in community dwelling older adults at risk for Alzheimer's disease,13,[0.66325952],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Simulation of Proton Translocation in Biomolecules,38,[0.68524861],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Simulation of Proton Translocation in Biomolecules,38,[0.68524861],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Noninvasive assessment of the cornea by diffusion OCT,33,[0.91449353],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
The Nomenclature of Human and Vertebrate Genes,38,[0.46069687],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
"A robust platform for multiplexed, subcellular proteomic imaging in human tissue",38,[0.52025283],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Mobile-phone integrated rapid diagnostic tests to improve antibiotic stewardship,33,[0.8516687],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Reverse Engineering the Brain Stem Circuits that Govern Exploratory Behavior,36,[0.80086928],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
Developing a Pediatric Readmission (PERE) Risk Prediction Tool for Decision Support During Pre-Discharge Planning,32,[0.87744288],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
"Leveraging large-scale national data to understand, reduce, and prevent benzodiazepine-related harms among older adults",13,[0.88629174],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
From Cells to Societies: Mechanisms by Which Microbial Parasites Control Host Phenotypes,36,[0.86345965],"['neural', 'neurons', 'brain', 'activity', 'circuits', 'neuronal', 'circuit', 'behavior', 'motor', 'dynamics']"
"Leveraging large-scale national data to understand, reduce, and prevent benzodiazepine-related harms among older adults",13,[0.88629174],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
Efficient Statistical Learning Methods for Personalized Medicine Using Large Scale Biomedical Data,32,[0.91242041],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Multimodal Assessment of Near-term Risk Processes for Suicide Ideation and Behavior,13,[0.73363946],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
"New instrument and methods for fast, diagnostic-quality histology of un-embedded bone marrow and lymph node specimens",33,[0.90317543],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Socioemotional processing in female offenders - Resubmission 01,41,[0.90045631],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
RADIOMICS-BASED PROGNOSTIC MODEL OF CERVICAL CANCER HABITATS,33,[0.90315622],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Temporal Pattern Perception Mechanisms for Acoustic Communication,11,[0.64756785],"['brain', 'fmri', 'neural', 'facial', 'emotion', 'trauma', 'cognitive', 'activity', 'memory', 'functional']"
Big Data and Network Analysis of Children's Health,13,[0.76693463],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
"In-Office, Ultrasound-Based Breakage and Removal of Urinary stones",33,[0.90493493],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Evaluation of multiple medication exposures concurrently using a novel algorithm,32,[0.89731291],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Neurocognitive basis of attention and eye movement guidance in the real world scenes,57,[0.52813994],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
New Jersey Alliance for Clinical Translational Science: NJ ACTS,32,[0.52368355],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Molecular and biophysical mechanism of plasma membrane internalization during nonclathrin endocytosis,38,[0.49929976],"['protein', 'biomedical', 'proteins', 'structure', 'methods', 'tools', 'computational', 'software', 'analysis', 'information']"
Revealing the transcriptional and developmental mechanisms of interneuron identity,55,[0.65661286],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Continued Development of Infant Brain Analysis Tools,33,[0.34734162],"['cancer', 'imaging', 'breast', 'patients', 'image', 'detection', 'mri', 'tumor', 'images', 'diagnosis']"
Distributed networks underlying depression in epilepsy: a computational circuit-based approach to biomarker development,41,[0.77015081],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
Statistical methods for healthcare in complex patients with diabetes,32,[0.88846244],"['care', 'patients', 'patient', 'ehr', 'medical', 'electronic', 'nlp', 'information', 'risk', 'records']"
Single Cell Analysis of Kidney Transplant Antibody Mediated Rejection,55,[0.36983477],"['cell', 'gene', 'regulatory', 'genome', 'human', 'expression', 'rna', 'genes', 'dna', 'cells']"
Healthcare Impact of Consumer-Driven Atrial Fibrillation Detection,57,[0.48061953],"['vision', 'image', 'computer', 'device', 'control', 'devices', 'brain', 'user', 'real', 'computer vision']"
Reducing Non-Medical Opioid Use: An automatically adaptive mHealth Intervention,13,[0.75300936],"['risk', 'social', 'care', 'intervention', 'treatment', 'adults', 'interventions', 'older', 'study', 'patients']"
The neural bases of placebo effects and their relation to regulatory processes,41,[0.89031545],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
The neural bases of placebo effects and their relation to regulatory processes,41,[0.89031545],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
The New Tics Study: A Novel Approach to Pathophysiology and Cause of Tic Disorders,41,[0.89526823],"['brain', 'asd', 'children', 'disorders', 'cognitive', 'connectivity', 'disorder', 'functional', 'neuroimaging', 'neural']"
