text,title,id,project_number,terms,administration,mechanism,year,funding,score
"USER INTERFACE DESIGN FOR THE CONTRAST EXPERT SYSTEM This proposal centers on investigating the design and feasibility of various user interfaces for the CONTRAST expert system currently under development at the Pittsburgh NMR (Nuclear Magnetic Resonance) Institute. CONTRAST is a knowledge based computer consultant for assisting NMR radiologists in the tast of selecting scanning parameters which optimize diagnostically useful contrast in the resultant images.  The Phase I study proposed herein will explore feasible alternatives for user interface designs to this NMR expert system.  Specifically, we will consider  the graphical display of information, and its relation to internal knowledge representations  the use of natural language processing  computer understanding of user goals, plans and intentions for dialogue management.  Phase II will undertake a full integrated pilot implementation of the Phase I design.  The implemented user interface will be refined and tested with the CONTRAST expert system, and used by radiologists as a tool to assist them in NMR imaging.  Successful completion of this research in the Phase II study would extend the current knowledge of the use of discourse structure in natural language interface design.  Further, it would lead to a commercial software product useful to clinical radiologists.  ",USER INTERFACE DESIGN FOR THE CONTRAST EXPERT SYSTEM,3491539,R43CA043377,"['radiology ', ' radiodiagnosis ', ' image processing ', ' image enhancement ', ' computer simulation ', ' computer graphics /printing ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' computer assisted diagnosis ', ' biomedical automation ', ' ']",NCI,R43,1986,50000,-0.08284605819056018
"ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES Our goal is the prevention of blindness and morbidity associated with inflammatory eye diseases, particularly trachoma and herpes simplex virus (HSV) infections.  The studies proposed on trachoma will examine in detail the variations in host response to a single well characterized organism (Chlamydia trachomatis infection of the eye).  It will allow us to evaluate response of the external eye to infection and the variations in disease that are intrinsic or induced (e.g. atopy or depressed cellular immunity.  the grading of host repsonse (trachoma intensity) and microbial load (number of chlamydial elementary bodies) provide a quantitative system to study this interaction of host and environmental factors.  In the studies of chlamydial infections we will (1) initiate studies on the role of individual host response to chlamydial infection; (2) elucidate the role of Chlamydia trachomatis as a cause of other illness in trachoma endemic areas; (3) evaluate new technology for the diagnosis of ocular chlamydial infections; (4) develop and validate simplified diagnostic techniques for endemic trachoma; (5) continue limited treatment trials for the prevention of blindness from trachoms.  The major theme of these studies on trachoma will be an evaluation of the host response to infection of the conjunctiva.  An important intermediate goal will be the identification of those host factors that are associated with the blingind consequences of trachoma.  Herpes simplex virus and other infections of the eye continue to be a major problem, both in the United States and in other countries.  Although treatment of ocular herpes has improved considerably in recent years, the disease continues to cause loss of vision and morbidity in many patients. In order to improve treatment of this disease by ophthalmologists, further refinements will be made in a computer model to provide treatment recommendations for herpetic eye disease.  Similar models will be developed to give treatment advice in other forms of suppurative keratitis and for the treatment of eye problems by primary health workers in developing countries.  ",ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASES,3255346,R01EY000427,"['herpes simplex virus 1 ', ' ocular herpes ', ' tissue /cell culture ', ' autoradiography ', ' human morbidity ', ' epidemiology ', ' disease /disorder model ', ' immunopathology ', ' immunologic assay /test ', ' Arab country ', ' Africa ', ' ovulation time ', ' eye agent ', ' trachomas ', ' eye infections ', ' eye disorder diagnosis ', ' blindness ', ' uveitis ', ' keratitis ', ' cornea ulcer ', ' prognosis ', ' antiinflammatory agents ', ' chronic disease /disorder ', ' disease /disorder proneness /risk ', ' artificial intelligence ', ' communicable disease diagnosis ', ' microorganism disease chemotherapy ', ' antiviral agents ', ' communicable disease control ', ' Chlamydia trachomatis ', ' pediatrics ', ' ']",NEI,R01,1986,170471,-0.061518133503573914
"PHOTOINDUCED THROMBOTIC STROKE--MECHANISMS AND THERAPY The major goal of this project is to document patterns of platelet deposition, blood flow and edema during the development of focal thrombotic stroke, and the effects of prophylactic agents on mitigating or inhibiting thrombus formation in brain vasculature.  A secondary goal is to determine whether lipid peroxidation is associated with thrombotic stroke, and to characterize the distribution of lipid peroxides in parenchyma and endothelium of the affected tissue zone and correlate this with morphological indices as the stroke progresses.  The proposed studies will utilize our recently characterized model of reproducible focal cerebral infarction precipitated by photochemically induced thrombosis of cortical vasculature, in rats injected systemically with the potent photosensitizing dye Rose Bengal.  The progression of thrombosis will be represented by platelets radiolabeled with IIIindium, and local cerebral blood flow will be evaluated by 14C-labeled iodoantipyrine imaging.  Microvascular occlusion will be visualized directly by carbon-black perfusion.  The effect on these parameters of agents known to mitigate thrombosis of single vessels in vivo will be evaluated in the present context of a network of occluded vasculature; such agents include calcium channel antagonists (nimodipine, nifedipine, verapamil), antiplatelet drugs (aspirin, indomethacin, prostacyclin), free radical scavengers (ethanol, dimethylsufoxide, glycerol) and the clot-specific fibrinolytic agent, tissue plasminogen activator (t-PA).  Enhancement of the effect of t-PA by prior administration of lys-plasminogen will be tested also.  The hypothesis that lipid peroxidation inhibits the recovery of tissue compromised by ischemia can be studied if lipid peroxide formation can be induced in specific tissue zones.  In this model it is likely that platelet adhesion and subsequent aggregation are stimulated by photochemical peroxidation of endothelial lipids.  Owing to the reproducible progression of blood flow deficit in the photoinduced lesion, the present model may facilitate stable conditions for lipid peroxidation, observable as conjugated dienes, in the parenchyma as well.  The relative content (predicted to be low) of endothelial lipid peroxides, and the efficiency of photochemical induction of endothelial defects will be determined by similar experiments conducted with endothelial cells in culture.  The proposed work enables rigorous study of the thrombotic process and its mitigation under well-controlled condition in brain microvessels, with consequent benefit to potential stroke patients.  ",PHOTOINDUCED THROMBOTIC STROKE--MECHANISMS AND THERAPY,3406509,R01NS023244,"['tissue /cell culture ', ' radiotracer ', ' autoradiography ', ' photochemistry ', ' electron microscopy ', ' disease /disorder model ', ' model design /development ', ' lipid peroxides ', ' histopathology ', ' artificial intelligence ', ' diene ', ' stroke ', ' cardiovascular pharmacology ', ' calcium channel blockers ', ' brain edema ', ' platelet aggregation ', ' plasminogen activator ', ' fibrinolytic agents ', ' platelet aggregation inhibitors ', ' anticoagulants ', ' ']",NINDS,R01,1986,118125,-0.027167596749829655
"KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL The main goal is to understand how the central nervous system coordinates the large number of degrees of freedom of the arm.  The experimental approach includes recording and analysis of the kinematics of multijoint movements.  In some cases, a simple mechanical system is used to record the movements.  When full arm freedom is required, an optoelectric recording system is used.  Work will continue on the following projects on multijoint control.  1. Multijoint movements of the right and left arms are being compared.  The comparison includes movements to visual targets, movements which are unexpectedly perturbed, and isometric force production.  2. Studies of the multijoint movements of patients with movement disorders will be continued.  To date, there has been concentration on patients with cerebellar disease and Parkinson's disease.  Simple movements to visual targets have been emphasized.  In the next year, unexpectedly perturbed movements and isometric force production will be studied in these same patient groups, in order to more fully characterize the physiology of these disorders.  3. We are studying the control of multijoint movements in the presence of unexpected mechanical loads.  We recently found that with same load types subjects make movements with the same kinematic characteristics as in the unloaded condition.  This suggests that there may be a mechanism for rapid real-time trajectory corrections, so that we will investigate this motor-compensation mechanism more fully.  4. The multijoint arm stiffness of patients with a variety of central lesions will be compared to that of normal individuals.  By searching for changes in the stiffness due to central diseases, we hope to learn what central structures are involved in stiffness control.  ",KINEMATIC AND CELLULAR STUDIES OF MOTOR CONTROL,3078113,K07NS000747,"['limb movement ', ' head movements ', ' sensorimotor system ', ' motor neurons ', ' neuromuscular system ', ' neuroanatomy ', ' spinal cord mapping ', ' reticulospinal tract ', ' electromyography ', ' artificial intelligence ', ' child (0-11) ', ' child physical development ', ' human age group ', ' ']",NINDS,K07,1986,56858,-0.013621289575940127
"NEURO-IMAGING EXPERT SYSTEM It is proposed to develop a computerized expert system for analyzing and understanding the images of the nervous system generated by neuroimaging techniques such as computerized tomography (CT).  A prototype version, called RAD (Radiologic Automatic Diagnosis), has been implemented.  RAD will serve as an expert consultant in the field of neuroradiology, as an adjunct to computerized expert systems for medical diagnosis, and as an intelligent image processor supporting automated feature extraction from neuro-images.  Modern neuroimaging techniques have revolutionized the practice of neurology and neurosurgery.  The rapid proliferation of scanners, however, has outstripped the supply of experts with special training in scan interpretation.  If a scanner could produce the differential diagnosis associated with the radiographs, it could aid radiologists in diagnostic tasks.  Images received in digitized form from scanning devices will be segmented into objects after thresholding based on radiodensity (CT scans).  This process will be aided by intelligent histogram optimizers and artifact removal programs.  Analysis will be conducted in an object-oriented programming environment on objects represented in quadtree or octree format.  RAD will employ clinical information, and knowledge bases in neuroanatomy, neuroradiology, neurology, and medicine to establish a context for analysis.  This context will be instantiated in the form of assertions on a queue of beliefs in a truth maintenance system.  Global and local image analyzers will also make assertions about neuro-images.  The truth maintenance system will keep track of any contradictions which arise, and will provide forward chaining and backtracking explanation abilities of the reasoning leading to the differential diagnosis.  At the present time, medical diagnostic expert systems, such as INTERNIST-I/CADUCEUS are dependent for its input upon the physician-user. The ability to directly interact with patient data in neuro-images would enrich the diagnostic foundation of the system and reduce obligate user interaction.  ",NEURO-IMAGING EXPERT SYSTEM,3373690,R01LM004431,"['computed axial tomography ', ' image processing ', ' information theory ', ' computer system design /evaluation ', ' artificial intelligence ', ' brain disorder diagnosis ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NLM,R01,1986,177089,-0.011404636706560093
"CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE This is a competitive continuation proposal for a Center for the Study of Cerebrovascular Disease and Stroke.  The goals are the prevention of stroke and the development of effective treatment for stroke and its consequences.  Both laboratory studies and clinical studies are outlined in the request.  We propose to study, by the use of appropriate animal models problems of the blood vessels supplying the brain that cannot be well studied in humans.  These projects relate to:  1) the routes of fluid and solute transfer between blood vessels and perivascular space; 2) changes produced in blood vessels by hypertension and diabetes and the development of vascular disease over time as shown by scanning and electron microscopy; 3) the alteration in the endothelial cell glycocalyx that are caused by hemodynamic changes and may underlie the location of atherosclerosis or clots.  The clinically related projects use the techniques of artificial intelligence in computer aided decision making, data banking and clinical study of patients with the tools of psychiatry and neuropsychology.  These projects will utilize data collected from a group of stroke patients to study:  1) aphasia and the cognitive deficit underlying it, the current classification and aspects of symptom change in recovery; 2) depression poststroke including the identification of risk factors, the biological correlates, comparison with control groups, genetics, and treatment; 3) computer aided decision making in stroke including development of new artificial intelligence techniques, developing and testing multiple computer programs to assist in assessing and managing patients with stroke and develop new ways of using these systems in clinical and educational settings.  ",CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE,3107721,P50NS016332,"['stroke ', ' cerebrovascular disorders ', ' ']",NINDS,P50,1986,684250,-0.03748850521844248
HEMOFILTRATION CONTROL SYSTEM  ,HEMOFILTRATION CONTROL SYSTEM,3507304,R44DK035624,"['dialysis therapy ', ' hemodialysis ', ' blood filtration ', ' plasma ', ' clinical biomedical equipment ', ' renal failure ', ' computers ', ' artificial intelligence ', ' ']",NIDDK,R44,1986,216000,0.009708737864077445
"IDENTIFICATION AND QUANTITATION OF DRUGS IN BODY FLUIDS New techniques that improve the portability, selectivity, sensitivity, and economy of drug assays are important to the mission of the National Institute on Drug Abuse (NIDA).  Recent advances in electrochemical detectors and dector arrays, portable instrument design, and applied artificial intelligence are combined in the proposed work.  The result is a low-cost, portable, and highly selective liquid chromatograph for the qualitative and quantitative analysis of drugs in body fluids.  In this Phase I SBIR research, an apparatus is assembled and tested in order to evaluate the feasibility of portable LCEC system that has exceptional analytical capabilities.  The resultant device will have a microcomputer and software to allow automated analyses and make the equipment easy to use.  ",IDENTIFICATION AND QUANTITATION OF DRUGS IN BODY FLUIDS,3494190,R43DA004371,"['high performance liquid chromatography ', ' pharmacokinetics ', ' drug controls ', ' online computer ', ' electrochemistry ', ' analytical chemistry ', ' body fluids ', ' clinical biomedical equipment ', ' ']",NIDA,R43,1986,42215,-0.09484413757812843
"GENETICS OF IMMUNOGLOBULINS AND LYMPHOCYTE MOLECULES 1. Lymphocyte differentiation antigens:  gene cloning, regulation and function  2. Immunoglobulin genetics, structure and function  3. B and T cell subset definitions, development, lineages and functions  4. Development of fluorescence activated cell sorting  Overall, we hope to understand the molecules and cells of the immune system:  how they develop, interact, are regulated, function, and result in immune disorders and malignancies when they malfunction.  Novel interspecific chimeric antibodies and site-specific mutated antibodies will be explored for reduced immunogenecity for use as therapeutic agents and for structure/function understanding.  ",GENETICS OF IMMUNOGLOBULINS AND LYMPHOCYTE MOLECULES,3479338,R35CA042509,"['trophoblast ', ' cell population study ', ' nucleic acid sequence ', ' DNA methylation ', ' complementary DNA ', ' monoclonal antibody ', ' hybrid antibody ', ' immunoglobulin genes ', ' regulatory gene ', ' gene expression ', ' natural gene amplification ', ' molecular cloning ', ' genetic mapping ', ' genetic manipulation ', ' computer system design /evaluation ', ' artificial intelligence ', ' flow cytometry ', ' hybridomas ', ' T lymphocyte ', ' B lymphocyte ', ' ']",NCI,R35,1986,488931,-0.04058787205558032
"QUANTITATIVE GAIT ANALYSIS Quantitative gait analysis using computer aided videomotion analysis, force plates and electromyography is of recognized value in assessment of gait disabilities and in quantitative evaluation of treatment.  But, despite dramatic improvements in techniques, gait analysis still lacks widespread clinical utility because of uncertainties relating to data selection, manipulation, and analysis.  Since data acquisition is usually limited to a single test session over several gait cycles, one vital problem concerns selection of a gait cycle for analysis that is representative of the patient's gait and determination of its reliability as a basis for clinical decision making.  Another problem relates to the manipulation of large quantities of data generated by measurements of various kinetic, kinematic and electromyographic parameters over several gait cycles to detect clinically significant patterns of performance.  This process is further complicated by the fact that gait patterns vary among patients with the same syndorme and to a certain extent, vary even among normals. Interpretration may be simplified by using statistical pattern recognition techniques, but for a pattern recognition approach to be successful, the enormous quantity of data must be reduced to a parsimonious set of features which describe gait patterns accurately.  Furthermore, representation of graphic patterns associated with various gait parameters in terms of a discrete set of variables would make numerical comparison more meaningful.  The first part of this study will investigate repeatability and clinical reliability of selected kinetic, kinematic and electromyographic parameters obtained from repeated gait analyses on normal subjects and two representative groups of orthopaedic patients, using a statistical criterion (variance ratio).  The feasibility of using the variance ratio as a criterion for averaging gait cycles to yield a representative cycle also will be examined.  The second part of the study will deal with the application of principal component analysis for representing gait patterns in a concise manner, as an initial step to application of pattern recognition techniques.  The effectiveness of the derived features in representing gait abnormalities will be evaluated using the same normal and orthopaedic patient subjects.  It is anticipated that the results of the proposed study will enhance the clinical effectiveness of quantitative gait analysis by defining practical computer algorithms for selecting and assessing reliability of raw gait data, and by defining techniques for feature selection that can be used effectively in pattern recognition techniques.  ",QUANTITATIVE GAIT ANALYSIS,3156995,R01AR034886,"['hip ', ' chordate locomotion ', ' musculoskeletal disorder diagnosis ', ' orthopedics ', ' arthritis ', ' electromyography ', ' human subject ', ' cerebral palsy ', ' computer graphics /printing ', ' artificial intelligence ', ' computer assisted diagnosis ', ' ']",NIAMS,R01,1986,64382,-0.010500345597431569
"MAXIMUM ENTROPY DENSITIES We propose to investigate the possibilities of a new paradigm for nonparametric probability density estimation (NPDE).  Recent advances in the fields of NPDE and maximum entropy support the above proposal.  It is expected that this new approach to NPDE will be able to unify several ad-hoc procedures currently used in NPDE.  This information - theoretic approach to density estimation is defined as a variational problem and uses the Kullback number as the fundamental measure of separation between probability densities.  The connections of NPDE with the general problem of smoothing of data, with the estimation of the failure rate in medical experiments and with the problem of pattern recognition in artificial intelligence make the pursuit of a unifying theory of NPDE very desirable.  ",MAXIMUM ENTROPY DENSITIES,3181457,R01CA041171,"['mathematical model ', ' statistics /biometry ', ' ']",NCI,R01,1986,30510,-0.010343345540903753
"CHROMOSOMAL PROTEINS DURING CHEMICAL CARCINOGENESIS Administration of many chemical agents results in induction of malignant tumors in target tissues.  These malignancies are characterized by alterations in control of cellular function, suggesting that genomic alteration (mutation) and/or alterations in gene modulation have occurred. While a substantial body of evidence indicates that altered DNA plays a major role in this process, the role of non-DNA factors has also been demonstrated.  In this continuation, we will extend our two-dimensional gel electrophoretic study of potentially critical alterations occurring in nonhistone chromosomal proteins (NHCP) and cytosolic proteins during carcinogenesis induced by diverse acting carcinogens acetylaminofluorene (AAF) and diethylnitrosamine (DEN), and in the cancers that result.  We have demonstrated that the gel system provides a highly consistent pattern of protein separation, with extreme resolution, over long periods of time. Silver and in vitro radiolabeling techniques have been developed to permit visualization of nanogram amounts of protein(s) with applicability to computer technology.  Using these techniques, we have identified induction of tumor-associated proteins (TAP) in the total NHCP fraction as well as in the phenol-soluble fraction (phosphoproteins) of rat hepatic chromatins during AAF and DEN carcinogenesis and resulting hepatocellular carcinomas. Additionally, cytosolic AAF and DEN-TAPs have been similarly demonstrated. We will determine to what extent these changes in NHCP and cytosolic proteins characterize the general process of carcinogenesis by examining spontaneous and chemically-induced hepatic and thymus tumors in a variety of mouse inbred strains.  We will further determine the time of appearance, sub-fraction location, and in the case of NHCP, genomic distribution of TAP during chemical carcinogenesis; isolate these proteins, and produce monoclonal antibodies for use in their study, as well as determining their functional significance.  Lastly, we will continue our technological developments to assure maximum detection, and computer-assisted image-processing of the complex protein patterns that characterize normal and malignant cells in order to confirm and further detect potential hallmark proteins, whose occurrence mark malignant induction.  ",CHROMOSOMAL PROTEINS DURING CHEMICAL CARCINOGENESIS,3168057,R01CA028263,"['radiotracer ', ' autoradiography ', ' gel electrophoresis ', ' electrofocusing ', ' chemical carcinogenesis ', ' thymus neoplasms ', ' liver neoplasms ', ' neoplasm /cancer genetics ', ' neoplasm /cancer classification /staging ', ' monoclonal antibody ', ' chromatin ', ' chromosomes ', ' genetic markers ', ' acetylaminofluorene ', ' artificial intelligence ', ' nitrosamines ', ' ']",NCI,R01,1986,108862,-0.12308835605954642
"MOLECULAR BIOLOGY COMPUTER RESOURCE AND RESEARCH PROGRAM The project is a molecular biology computer Resource for the Northeastern United States, coupled with a Research program on computer pattern recognition in molecular genetics.  The Research has two main objectives. One is to develop statistical and computer methods that can reveal syntactic and semantic patterns in DNA, RNA, and protein sequences, most of which are still obscure or unknown.  The other is to use such pattern analysis tools - those developed in the course of the project and others that are deemed appropriate - to discover sequences that trace evolution and that regulate the expression of important genes and gene families.  The identification of such sequences should provoke the formulation and testing of major hypotheses in molecular evolution, gene regulation and developmental genetics.  The molecular biology computer Resource provides these DNA, RNA, and protein sequence analysis tools - and all others that are demonstrably valid and useful and freely available - to investigators within this region on-line, and to the larger research community on magnetic media.  On-line access is through computers at the Resource site, and the programs distributed on tapes and floppy disks are for micro, supermicro, mini, and mainframe computers running under UNIX and other operating systems.  The resource trains molecular biologists in statistics and computer methods, and educates biomathematicians and computer scientists in contemporary molecular genetics.  Research opportunities combining these disciplines are offered yearly to postdoctoral fellows, and quarterly to visiting scientists.  In addition, the Northeast and Los Alamos Resources (the Theoretical Biology and Biophysics Group, Los Alamos National Laboratory that is responsible for GenBank) will co-sponsor an international symposium on computer analysis in molecular evolution, gene regulation, and developmental genetics in 1985.  The Northeast resource is committed to the principle of a Molecular Biology Network linking all regional computer resources in that field of science.  ",MOLECULAR BIOLOGY COMPUTER RESOURCE AND RESEARCH PROGRAM,3104093,P41RR002275,"['nucleic acid sequence ', ' RNA ', ' DNA ', ' health science research ', ' genetic regulation ', ' gene expression ', ' developmental genetics ', ' molecular genetics ', ' allied health education ', ' health education ', ' computer assisted instruction ', ' computer center ', ' online computer ', ' artificial intelligence ', ' biotechnology ', ' biochemical evolution ', ' ']",NCRR,P41,1986,399508,-0.022920180444372478
"A LASER MICROBEAM BIOTECHNOLOGY RESOURCE This is a continuation grant for the Laser Microbeam Program (LAMP) bio-technology resource.  The specific objectives are:  (1) to continue the Laser Microbeam Program (LAMP) as a national ""user"" facility for microbeam studies in cell and developmental biology, (2) to further develop the laser microbeam instrumentation as well as the accessory computer-image instrumentation, (3) to provide additional laser capabilities in areas of clinical relevance, (4) to provide several training courses/workshops for basic science researchers and research clinicians, (5) to further develop interactions between the academic and industrial community.  ",A LASER MICROBEAM BIOTECHNOLOGY RESOURCE,3103773,P41RR001192,"['dissection ', ' radiobiology ', ' particle beam ', ' laser therapy ', ' cinemicrography ', ' fluorescence microscopy ', ' fluorescence ', ' lasers ', ' image processing ', ' neoplasm /cancer photoradiation therapy ', ' training ', ' artificial intelligence ', ' cell biology ', ' biomedical equipment resource ', ' clinical biomedical equipment ', ' ']",NCRR,P41,1986,293730,-0.0032633940136104467
"SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER The Physiology Computer Research Resource collaborates with biomedical research laboratories at several medical schools supporting laboratory automation.  Collaborating laboratories are investigating:  synaptic input to brainstem respiratory neurons, cutaneous sensory dorsal horn neurons, neural genesis of respiratory rhythm, time-resolved single cell laser spectroscopy, muscle contraction, membrane biophysics, cellular aspects of cardiac defibrillation, neurophysiology, quantitative video intensification microscopy, cardiovascular control and microvasculature.  Collaboration is fostered through the Federated Processor Laboratory Automation System (FPLAS) consisting of hardware and software modules designed, developed, and produced by the Resource.  The ""federated"" nature of this system -- several processing units of equal complexity but differing in their areas of specialization -- is derived from recent insights in parallel computation and bus architecture.  The FPLAS accommodates the demands of the biomedical research instrumentation environment and allows incremental increase in system performance through incorporation of expected semiconductor technology advances.  The modular construction of the system allows these anticipated advances to be incorporated in an incremental fashion while retaining the majority of the existing equipment.  Incremental growth allowed by the FP architecture is particularly important to the biomedical research community because its applications do not constitute a broad enough market to bear the ever escalating development costs which accompany development of new semiconductor devices.  ",SUPPORT FOR PHYSIOLOGY AND BIOPHYSICS COMPUTER,3103636,P41RR000374,"['physiology ', ' neural transmission ', ' neurophysiology ', ' neuroanatomy ', ' muscle contraction ', ' neural information processing ', ' television ', ' electrocardiographic monitor ', ' ventricular fibrillation ', ' electrophysiology ', ' semiconduction ', ' computer simulation ', ' computer graphics /printing ', ' computer center ', ' computer system design /evaluation ', ' artificial intelligence ', ' laser spectrometry ', ' biophysics ', ' patient monitoring device ', ' monitoring device ', ' ']",NCRR,P41,1986,344786,-0.10393281648094259
"BIONET, NATIONAL COMPUTER RESOURCE FOR MOLECULAR BIOLOGY  ","BIONET, NATIONAL COMPUTER RESOURCE FOR MOLECULAR BIOLOGY",3560651,U41RR001685,"['nucleic acid sequence ', ' molecular biology ', ' information systems ', ' genetic registry /resource /referral center ', ' cooperative study ', ' computer center ', ' computer data analysis ', ' computer human interaction ', ' artificial intelligence ', ' ']",NCRR,U41,1986,63647,-0.0863004262991403
"DEVELOPMENT OF DYNAMIC DIGITAL CHEST IMAGING TECHNIQUES The goal of the proposed research is to develop new dynamic chest imaging techniques based on a digital radiographic system that has a large image intensifier (57-cm)-TV system as the x-ray detector.  The new techniques are distinctly different from existing chest imaging techniques in that they utilize the unique physical characteristcs of the digital system; a large area detector, effective scatter rejection, rapid image acquisition, and computerized image processing.  These methods have the potential to improve diagnostic accuracy for detection of pulmonary diseases at reduced patient exposure and risk, as well as at a reduced cost.  The specific aims of this research include:  (1) studies of pulmonary ventilation with non-radioactive xenon gas as the contrast medium, and (2) detection of pulmonary embolism by digital subtraction radiography with or without contrast injection.  The application of dynamic digital techniques to chest radiography can provide quantitative and dynamic data for evaluation of pulmonary ventilation and pulmonary embolism.  Initially, the basic imaging parameters of dynamic chest imaging will be optimized by using Monte Carlo simulation studies based on patient dose, detective quantum efficiency of the image intensifier, contrast sensitivity, and antiscatter techniques.  A beam equalizing filter device will be developed for reducing the dynamic range of the chest radiographs. Secondly, phantom studies will be applied to determine the imaging characteristics of the new techniques.  Thirdly, computer algorithms will be developed for quantitative analysis of the dynamic information recorded in the images.  Finally, preliminary clinical studies will be performed to demonstrate the feasibility of the dynamic imaging techniques.  ",DEVELOPMENT OF DYNAMIC DIGITAL CHEST IMAGING TECHNIQUES,3449221,R23HL036238,"['lung ', ' pulmonary circulation obstruction ', ' contrast media ', ' radiography ', ' image processing ', ' human subject ', ' xenon ', ' dosage ', ' artificial intelligence ', ' embolism ', ' clinical biomedical equipment ', ' ']",NHLBI,R23,1986,58264,-0.09745511382760154
"COMPUTER-BASED EXERCISE IN PATHOPHYSIOLOGIC DIAGNOSIS COMPUTER-BASED EXERCISES IN PATHOPHYSIOLOGIC DIAGNOSIS is a research project that aims to develop computer-assisted instructional tools for clinical science education in medicine.  A computer system will be developed that consists of two related programs:  DSS, a user-friendly decision support system, based on the concepts of clinical decision analysis and medical cost-effectiveness analysis; and PLAN-ALYZER, an interactive critiquing system based on the concepts of automated transition networks.  Methods to be employed in the development of the system will arise from decision theory, artificial intelligence, and software engineering.  The primary computer system that will be used for the project is the Apple Macintosh.  The computer system will be applied to clinical problems in two content areas of second year medical education:  the workup of anemias in hematology and the evaluation and management of suspected coronary artery disease in cardiology.  Databases will be developed for each of these areas, drawing upon the resources of clinical medicine, community and family medicine, and laboratory medicine.  The effect of the computer tool in these two areas will be tested through a randomized, controlled crossover trial in three medical school classes.  Students will be stratified by sex and MCAT Verbal and Quantitative scores into two randomized groups.  The first group will undergo the hematology intervention, and serve as a control group for the cardiology exercise. The other group will serve in reverse.  Experimental subjects will undergo a laboratory exercise using the DSS and PLAN-ALYZER programs; control subjects will receive refined textual material that is equivalent in content.  Performance will be measured by patient evaluation problems built into the examination mechanism of the medical school in the randomized design.  Additionally, student performance will be measured over time, both within the second year intervention and through two repeat interventions in the clinical years of medical school.  The project aims to investigate whether computer science research in basic medical education will assist the integration of discrete medical facts into effective clinical decision making, both in the classroom environment and through clinical training.  ",COMPUTER-BASED EXERCISE IN PATHOPHYSIOLOGIC DIAGNOSIS,3373748,R01LM004487,"['heart disorder diagnosis ', ' coronary disorder ', ' medical education ', ' computer assisted instruction ', ' diagnosis quality /standard ', ' artificial intelligence ', ' blood tests ', ' anemia ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NLM,R01,1986,163023,-0.05666848147109096
"RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY This is a renewal application for a grant currently entitled ""Computer Technology for Transaxial Tomography"".  The change in title to ""Reconstruction and Display in Tomographic Radiology"" reflects a shift in the nature of the proposed work.  We propose to cover various modalities in radiology--namely, computerized tomography (CT), positron emission tomography (PET), magnetic resonance imaging (MRI) and ultrasound (US)--all of which are tomographic in the sense that they produce images of slices through the human body.  ""Reconstruction"" in the title of the proposal is to be interpreted as the procedure to produce such images from the measured raw data in CT, PET, and MRI.  ""Display"" in the title is to be interpreted as the procedure to put together in three-dimensional (3D)--or (including time) 4D--space the information that exists in the individual slices.  In ""reconstruction"" we plan to concentrate on finite series expansion methods, methods derived from a semi-continuous formulation, preprocessing of incomplete or distorted data, with applications to CT, PET, and MRI.  In ""display"" we plan to concentrate on segmentation (identification of structures of interest, such as specific organs and tumors, in the 3D space) and on rapid display, analysis, and manipulation of the identified structures, with applications to measurement of volumetric changes in soft-tissue masses, surgical planning, radiation therapy treatment planning, and characterization of the normal, ischemic and scarred myocardium.  In all cases computer software will be fully developed, implemented, tested, and evaluated, on the kind of computing equipment that is commonly available in radiology departments.  ",RECONSTRUCTION AND DISPLAY IN TOMOGRAPHIC RADIOLOGY,3339792,R01HL028438,"['surgery ', ' tomography ', ' computed axial tomography ', ' radiodiagnosis ', ' positron emission tomography ', ' radiation therapy ', ' ultrasonography ', ' oral facial restoration ', ' image processing ', ' image enhancement ', ' neoplasm /cancer radiodiagnosis ', ' phantom model ', ' mathematical model ', ' echocardiography ', ' myocardial ischemia /hypoxia ', ' computer graphics /printing ', ' online computer ', ' computer human interaction ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NHLBI,R01,1986,614137,-0.00528017886597186
