title,text,label
Computational characterization of language use in autism spectrum disorder,"Computational characterization of language use in autism spectrum disorder    DESCRIPTION (provided by applicant): Atypical or impaired language is one of the core features of autism spectrum disorder (ASD). Yet, what the precise characteristics of language are in ASD and how they differ from those in other disorders such as Specific Language Impairment (SLI) is still substantially unknown. An important obstacle for the study of language in any disorder is that conventional structured instruments (i.e., instruments consisting of a sequence of items, each eliciting a - typically brief - response, such as the Clinical Evaluation of Language Fundamentals [CELF]) may not provide adequate breadth of information: Analysis of natural language samples is required  The proposed research will build on recent progress in ""Natural Language Processing"" (NLP) technology, an area of Computer Science concerned with computational analysis of text. The goal of the proposed research is to develop and validate new NLP based methods that automatically measure language characteristics of ASD based on raw (i.e., not coded) transcripts of natural language samples. The objective is to improve the analysis of natural language samples by enhancing efficiency, reliability, and richness of information extracted.  Data on three groups of children ages four to eight will be analyzed, obtained from an earlier study: ASD, SLI, and typically developing children.  If successful, the new methods will have important impacts on research and clinical practice for ASD and for other disorders in which language is affected, by enabling analysis of more representative and ecologically valid natural language samples as well as by creating opportunities for discovery of currently unknown language characteristics of ASD by the effortless extraction of numerous language features.        Although atypical or impaired language is one of the core features of autism spectrum disorder (ASD), what the precise characteristics of language are in ASD and how they differ from those in other disorders such as Specific Language Impairment (SLI) is still substantially unknown, in part due to the paucity of instruments for the analysis of natural language samples.  The goal of this project is to develop and apply Natural Language Processing technologies to automatically extract ASD-specific language characteristics from uncoded, ""raw"" transcripts of natural language samples.            ",
Developing and Evaluating In-Home Supportive Technology for Dementia Caregivers,"Developing and Evaluating In-Home Supportive Technology for Dementia Caregivers Abstract  Caring for a loved one with Alzheimer’s disease, frontotemporal dementia, or another neurodegenerative disease is a highly meaningful part of family life. However, the associated burden and strain can have adverse effects on caregivers including mental and physical health problems, reduced well-being, and increased mortality. These effects, in turn, can compromise care quality and shorten survival times for people with dementia (PWD). Research has consistently found that behavioral symptoms in PWD are most strongly associated with adverse caregiver effects, even more so than cognitive and functional symptoms. Empirically- supported interventions are needed that: (a) target mechanisms/pathways shown to connect behavioral symptoms in PWD with adverse effects in caregivers, and (b) can be disseminated successfully into larger community settings. In this SBIR Fast Track application, we will develop, refine, and evaluate People Power Caregiver (PPCg), a flexible and expandable hardware/software system designed to integrate in-home sensors and devices, emergency responding, social networking, and Internet-of-Things (i.e., devices that can be controlled and communicated with via the internet) technologies to create a more supportive and safe home environment for caregivers and PWD. PPCg monitors troublesome behaviors in PWD (e.g., wandering), and targets mechanisms (e.g., worry, social isolation) thought to link behavioral symptoms in PWD with adverse caregiver outcomes. PPCg is also designed to minimize demands on caregivers’ limited time and energy and to provide a platform for data collection that can be used by researchers and care professionals.  This application is an innovative partnership between People Power (CEO: Gene Wang, www.peoplepowerco.com) in Redwood City, California and the Berkeley Psychophysiology Laboratory (Director: Robert W. Levenson) at the University of California, Berkeley. People Power is an award-winning, established leader in home monitoring and Internet-of-Things technology and has recently started developing assistive technologies for the elderly. The Berkeley Psychophysiology Laboratory has been engaged in basic and applied research with PWD and other neurodegenerative diseases and their caregivers for the past 15 years. The proposal addresses three specific aims: Aim 1: Focus groups. In Phase I of the project, a preliminary version of PPCg will be developed and refined with input from focus groups of caregivers and in- home testing (Study 1). Aim 2: Efficacy. In the first year of Phase II of the project, the first production version of PPCg will be installed by the research team in 80 homes and evaluated in a randomized controlled efficacy trial that includes careful diagnosis and assessment of emotional functioning in PWD and caregivers (Study 2). Aim 3: Effectiveness. In the second year of Phase II of the project, working with energy industry partners, a refined and expanded second production version of PPCg will be provided to 400 homes with familial caregivers for self-installation and evaluation in a community-based effectiveness trial (Study 3). Relevance  Dementias cause profound cognitive, emotional, and functional deficits. As the disease progresses, people with dementia become increasingly dependent on caregivers, who are at heightened risk for mental and physical health problems. Applying assistive technology to monitor worrisome behaviors, improve safety, and reduce social isolation in the home environment can reduce caregiver burden and improve care in ways that have major public health benefits.",
Analysis of force developed by a AAA ATPase,"Analysis of force developed by a AAA ATPase    DESCRIPTION (provided by applicant):  The AAA ATPases family includes molecules whose roles include, but are far from limited to, biogenesis of mitochondria and multivesicular bodies, proteins in involved in gene regulation and protein transport. This project will focus on studying the activity of these machines at the single molecule level. The model protein will be ClpX - it is the part of the proteosome, a key effect of protein degradation that unfolds the proteins to prepare them for degradation. . Cellular proteins differ widely in their liability, from half-lives of minutes to days. Regulated degradation, by allowing rapid changes in the levels of cellular proteins, helps control signal transduction pathways, the cell- cycle, transcription, apoptosis, antigen processing, biological clock control, differentiation and surface receptor desensitization. The questions to be addressed are: How is work partitioned between alternative outcomes? What is the maximum work that can be performed by the system? What factors limit its efficiency in performing work? These questions have health implications: human pathological conditions are associated with failures of the degradation system and its regulation offers the potential for therapeutic intervention. Furthermore, an inhibitor of proteasome catalytic activity is in use for treatment of recurrent multiple myeloma, and proteasome inhibitors are in clinical trial for treatment of a broad spectrum of human malignancies. Thus, understanding the regulation of the half-life of proteins should provide critical insights into cell physiology and pathology. The mishandling of aberrant proteins incurs penalties throughout biology: the survival of bacteria subjected to stress depends on the effective performance of systems which deal with misfolded and structurally aberrant proteins- to either fold them properly or destroy them. The specific questions to be addressed are: How hard can the device pull to cause unfolding? How many pulls are needed to commit irreversibly? What is the limit of pulling power, and the statistical distribution of pulling power? Answers to these questions will begin to reveal not just what these machines do but the decision tree that describes how outcomes are controlled and when machine capacity may be exceeded. We want to know not just how the machine works, but how its decision tree yields alternative outcomes.      PUBLIC HEALTH RELEVANCE: The AAA ATPases family includes molecules whose roles include, but are far from limited to, biogenesis of mitochondria and multivesicular bodies, proteins in involved in gene regulation and protein transport. The model will be a protein involved in degrading other proteins. Human pathological conditions are associated with failures of the degradation system and its regulation offers the potential for therapeutic intervention. Furthermore, an inhibitor of proteasome catalytic activity is in use for treatment of recurrent multiple myeloma, and proteasome inhibitors are in clinical trial for treatment of a broad spectrum of human malignancies.              The AAA ATPases family includes molecules whose roles include, but are far from limited to, biogenesis of mitochondria and multivesicular bodies, proteins in involved in gene regulation and protein transport. The model will be a protein involved in degrading other proteins. Human pathological conditions are associated with failures of the degradation system and its regulation offers the potential for therapeutic intervention. Furthermore, an inhibitor of proteasome catalytic activity is in use for treatment of recurrent multiple myeloma, and proteasome inhibitors are in clinical trial for treatment of a broad spectrum of human malignancies.            ",
Fall Detection and Prevention for Memory Care through Real-Time Artificial Intelligence Applied to Video,"Fall Detection and Prevention for Memory Care through Real-Time Artificial Intelligence Applied to Video Abstract In the US, Alzheimer’s disease (AD) is the single most expensive disease, the only one in the top six for which the number of deaths is increasing. The greatest costs are hospitalizations, where falls are the largest culprit, and frequent need for assistance with daily life activities. A fall safety system shows the potential to reduce costs and increase quality of care by reducing the likelihood of emergency events (e.g., detecting falls before a fracture occurs, reducing the number of repeat falls). Unfortunately, no fall detection and prevention technology has been developed specifically for the needs of dementia care where individuals (1) fall more frequently and (2) often cannot tell care staff how they fell, leading to increased use of Emergency Medical Services (EMS) when falls are unwitnessed to ensure affected individuals are safe. Our goal is to perform a randomized wait-list control clinical trial (n=460) of SafelyYou Guardian, an online fall detection system with wall-mounted cameras to automatically detect falls for residents with AD and related dementias (ADRD). The automation is based on algorithms that push the frontier of deep learning, a subfield of Artificial Intelligence (AI), with a human-in-the- loop (HIL). SafelyYou Guardian is designed to primarily operate in memory care facilities (defined herein as assisted living and skilled nursing facilities providing ADRD care). Deep learning has already revolutionized several fields: robotics, self-driving cars, social networks in particular. Our approach is anchored in novel algorithms developed at the Berkeley AI Research Lab (BAIR) and extended by SafelyYou for real-time detection of rare events in video. The HIL is operating from a call center, confirms the fall detection alerts provided by our artificial intelligence algorithms, and places a call to the communities, so an intervention can happen within minutes of the fall detection. Subsequently, an Occupational Therapist (OT) working from our office in San Francisco reviews the fall videos with the front-line staff over video conference and using our web portal to make recommendations on how to re-organize the resident space (intervention) to prevent future falls. We leverage our HIL paradigm, in which our deep learning approach identifies and pre-filters falls with high sensitivity followed by a human who confirms the fall with high specificity and calls the communities in case of detected fall. This project leverages past small scale clinical and technical pilots including 87 residents from 11 partner communities, and our experience with paid commitments for 480 residents from three partner networks. Past pilots leading to this NIH Phase II proposal include:  · Pilot 1: Technical proof of concept with healthy subjects (200 acted falls).  · Pilot 2: We demonstrated acceptance of privacy/safety tradeoffs by residents, family and  staff, through the collection of 3 months of video data at WindChime of Marin, our first  partner facility; we identified 4 total hours of fall data. This led to clinical benefits  including an 80% fall reduction through the intervention of OT. · Pilot 3: We demonstrated scalability and acceptance by deploying the system in 11  communities, for 87 residents monitored by our system (offline, no HIL intervention). · Pilot 4: Small scale NIH Phase I clinical trial. We demonstrated the ability to perform real-time fall detection, with real-time intervention of the HIL through our partner company Magellan-Solutions which provides the 24/7 monitoring service for the facilities. We demonstrated that 93% of 89 falls were detected, that time on the ground was reduced by 42%, that the likelihood of EMS use was 50% lower with video available, and the that total facility falls including participants and non-participants decreased by 38%. The trial proposed for this NIH SBIR Phase II will provide clinical evidence that the preliminary trends observed experimentally (pilot 2) and at small scale (pilot 4) are true phenomena. It will use a wait-list control population (230 residents) to be compared to the population monitored with SafelyYou Guardian (230 residents). After crossover, the wait-list population will also benefit from the technology and be compared to itself before crossover. Narrative The goal of this project is to perform a randomized, wait-list controlled trial (n=460) of SafelyYou Guardian, an online fall detection and prevention system for memory care facilities (defined here as skilled nursing and assisted living facilities providing dementia care). The technology applies breakthroughs in artificial intelligence to video data collected from off- the-shelf, wall-mounted cameras to automatically detect falls from video for residents with Alzheimer’s disease and related dementias (ADRD); it enables care staff (1) to know about falls right away without requiring residents wear a device, (2) to use video review to quickly assess need for emergency medical services (EMS) after unwitnessed falls, and (3) to perform accurate incident review with support from a remote occupational therapist (OT) to assess how to reduce the risk of repeat falls. The Phase I project goal of launching this service at small scale was achieved and demonstrated with 11 memory care facilities (1) 93% of 89 falls detected, generating 1 alarm per camera per 15 days, (2) 37% reduction in EMS use through better understanding of risk when residents with dementia were found on the floor, and (3) 38% reduction in falls through reduced risk of repeat falls following OT video review.",
Regulators of Cancer Immunotherapy Response,"Regulators of Cancer Immunotherapy Response PROJECT SUMMARY Despite enormous success in treating several types of cancer, immune checkpoint blocker (ICB) therapy still only shows efficacies in a subset of patients. Identifying novel regulators of immunotherapy response as well as improving the response rate of cancer immunotherapies remain open questions. Recently, we used CRISPR screens in mouse models to investigate T-cell infiltration, proliferation, and killing efficacy, and identified PBAF of the SWI/SNF chromatin remodeling complex as one novel regulator of T-cell mediated cytotoxicity. We also developed a computational model, TIDE, to identify gene signatures of CD8 T-cell dysfunction in immune hot tumors and T-cell exclusion in immune cold tumors. The resulting signatures, computed from tumor profiles in non-immunotherapy setting, show promising results in predicting melanoma and lung cancer patient response to immune checkpoint blockade based on pre-treatment tumor expression profiles. This proposed project aims to improve the TIDE biomarkers, identify novel regulators, and elucidate their mechanisms underlying ICB response. In Aim 1, we will develop machine learning approaches on large collection of clinical tumor transcriptome profiles from non-ICB settings to refine the TIDE predictive biomarker of ICB response, and develop a web server to comprehensively evaluate different ICB response biomarkers in all the available ICB cohorts. In Aim 2, we will conduct in vivo CRISPR screens in mouse syngeneic tumor models to identify cancer-cell intrinsic regulators of ICB response, which can serve as novel targets to improve ICB response. In Aim 3, we will elucidate the mechanism underlying two novel regulators of ICB response and characterize their effects on the tumor immune microenvironment using single-cell RNA-seq, single-cell ATAC- seq, and computational modeling. Our investigative team has combined expertise in computational methodology immunotherapy. immunology and big data mining, functional genomics profiling Our proposed studies, if successfully executed, and translational benefits to cancer immunotherapy. and screening, cancer immunology and could provide new insights into cancer PROJECT NARRATIVE Cancer immunotherapies have emerged over the last decade as highly promising approaches for cancer treatment, although only subsets of patients respond to immunotherapies. We propose to integrate computational modeling with functional genomics techniques to refine the immunotherapy response biomarkers, identify novel regulators of immunotherapy response, and elucidate their underlying mechanisms, with the potential to improve immunotherapy response.",
Functional genetic variations in splicing regulation,"Functional genetic variations in splicing regulation     DESCRIPTION (provided by applicant): Recently, tremendous success has been achieved in constructing a catalog of genetic variants in disease genomes or across population. The next great challenge is to elucidate the potential function of various genetic variants in biological an disease processes. An important type of functional variants consists of those that affect gene expression in cis. Indeed, cis-regulatory variants are involved in a broad range of diseases and they showed a consistently stronger influence on gene expression than trans-acting determinants. Alternative splicing is an essential mechanism via which cis-regulatory changes may occur. Previous studies estimated that 15- 60% of point mutations that result in human genetic diseases disrupt splicing, highlighting the importance of this regulatory step. In addition to the well-known splice site signals, splicing is closely regulated by many exonic or intronic cis elements, associated with trans-acting proteins. Disruption of these cis-regulatory elements can cause aberrant splicing. Yet this crucial regulatory aspect remains largely unexplored. We propose to combine computational, genomic and molecular approaches to study splicing changes due to genetic variations. The specific aims are: (1) To globally identify exons and genes that are under differential splicing regulation by the alternative alleles of genetic variant, via bioinformatic analysis of high-throughput sequencing of transcriptome profiles (RNA-Seq). (2) To identify causal genetic variants in splicing alteration using minigene-based experiments. (3) To develop an integrative model to predict causal genetic variants in splicing alteration, using machine learning approaches, RNA- Seq data and molecular validations. This project will elucidate functional cis-regulatory genetic variants in splicing and provide significant insight ino the involvement of genetic variations in human diseases. In addition, this work will generate valuable bioinformatic tools to make full use of the increasingly available RNA-Seq data in a wide variety of cell types for identification and prediction of disease-related genetic variants.          Aberrant splicing can significantly alter gene expression and contribute to human diseases. The proposed research aims to gain a systematic understanding of the functional roles of genetic variations (e.g., mutations or polymorphisms) in the regulation of splicing. This work will provide mechanistic basis for how genetic variations may contribute to diseases, such that future interventions can target specific splicing events therapeutically.                    ",
Programmable RNA-targeting CRISPR-Cas tools to study RNA biology,"Programmable RNA-targeting CRISPR-Cas tools to study RNA biology Summary Technological advances such as next-generation sequencing and single-cell analysis have opened the flood gates for RNA analysis, revealing that the transcriptome is significantly more complex than previously thought, both with respect to the diversity of RNA transcripts, their temporal expression dynamics, and their cellular location. Moreover, thousands of dysregulated RNAs have been observed in diseases including cancer and neurodegenerative disorders. These observations underscore the dire need for new molecular tools to precisely dissect RNA function in health and disease. The goal of my research program is to harness the unprecedented power of CRISPR-Cas systems to create a versatile range of methods to precisely manipulate virtually any RNA, and to use these tools to explore fundamental knowledge gaps in RNA biology. This proposal specifically focuses on addressing the following knowledge gaps: 1) Despite the technological advances in harnessing RNA-targeting CRISPR-Cas enzymes Cas9 and Cas13 for research and clinical applications, we still do not understand the principles of gRNA selection for efficient and tunable RNA-targeting. This problem precludes the facile development of a number of RNA-targeting applications and underscores the need for a thorough interrogation of gRNA selection. Our goal here is to develop a model to predict highly-active gRNAs for Cas9/Cas13 RNA- targeting in human cells. We will use a combination of high-throughput RNA:protein interactome methods, flow- cytometry based gRNA screens and machine learning to precisely define features of highly active RNA-targeting gRNAs for RNA-binding and knockdown for Cas9 and Cas13. 2) The vast majority of human RNAs are alternatively spliced, and RNA splicing defects are common in cancers and neurological diseases. However, our understanding of the downstream functional effects of splicing in a majority of cases is rudimentary. To address this issue, we will develop a toolbox of robust, multiplexable Cas-based splicing factors to offer an unprecedented opportunity to study the functional consequences of alternative splicing. that can determine in a single step both the identity of proteins bound to a And 3) There is a paucity of methods specific RNA and their location on that RNA. The development of such an approach will enable us to determine the spatial arrangement of proteins on specific RNAs to dissect their dynamic deposition in range of RNA processes such as transcription, 3ʹ-end and micro-RNA processing, and lncRNA function. To address this issue, we propose to develop a genetically encodable Cas-based RNA proximity-labeling strategy to precisely identify proteins that bind in close proximity to a specific RNA sequence. We will then use this approach to identify protein factors involved in regulating microprocessor (Drosha/DGCR8) activity at specific primary micro-RNA loci. These research goals fully align with the NIGMS 5 Year Strategic Plan, through the development of essential research tools to study and RNA function for biomedical research. Project Narrative RNA-targeting CRISPR-Cas proteins offer an unprecedented opportunity to precisely manipulate RNA biology in ways not currently possible. We propose several innovative approaches to address critical knowledge gaps in CRISPR-Cas tool development and chart a path to use these tools to interrogate several fundamental questions in RNA biology. Our approaches will help us define the gRNA design rules for RNA-targeting Cas proteins, and develop robust new RNA-targeting Cas tools to manipulate RNA splicing and dissect protein- RNA interaction networks, and ultimately, the tools developed here will transform the way we study RNA and will broadly impact the fields of molecular and cell biology.",
Analysis of mRNA Polyadenylation across Species and Tissues,"Analysis of mRNA Polyadenylation across Species and Tissues    DESCRIPTION (provided by applicant): mRNA polyadenylation is an essential step for the maturation of almost all eukaryotic mRNAs. Altered polyadenylation activity caused by genetic mutation has been implicated in a growing number of human diseases. Over half of the human genes contain multiple polyadenylation sites [poly(A) sites] supported by cDNA/EST sequences. The polyadenylation pattern in the 3'- most exon defines the 3' UnTranslated Region (UTR), which contains various cis regulatory elements for mRNA metabolism, such as microRNA (miRNA) target sites and AU-rich elements (AUEs). In addition, a large fraction of human genes have polyadenylation events in introns, leading to mRNA variants with different protein coding sequence and indicating dynamic interplay between polyadenylation and splicing. Regulation of gene expression by polyadenylation has been characterized only for a handful of model genes, and its mechanism is poorly understood on the systems level. The long-term goal is to understand the mechanisms by which mRNA polyadenylation regulates gene expression in eukaryotic genomes. There are two specific aims in this project: 1) To accurately predict poly(A) sites across metazoan species using their corresponding cis elements; 2) To quantitatively model poly(A) site usage and selection across human and mouse tissues. We will combine computational and molecular biology techniques to address these issues. The results will improve gene annotation in metazoan species, uncover gene regulation events mediated by alternative polyadenylation, elucidate 3' UTR evolution, shed light on the mechanisms of polyadenylation, and provide valuable tools to examine human mutations and polymorphisms that affect poly(A) sites. NARRATIVE mRNA polyadenylation is an essential step for the maturation of almost all eukaryotic mRNAs. Altered polyadenylation activity caused by genetic mutation has been implicated in a growing number of human diseases. Over half of the human genes contain multiple polyadenylation sites [poly(A) sites] supported by cDNA/EST sequences. The polyadenylation pattern in the 3'- most exon defines the 3' UnTranslated Region (UTR), which contains various cis regulatory elements for mRNA metabolism, such as microRNA (miRNA) target sites and AU-rich elements (AUEs). In addition, a large fraction of human genes have polyadenylation events in introns, leading to mRNA variants with different protein coding sequence and indicating dynamic interplay between polyadenylation and splicing. Regulation of gene expression by polyadenylation has been characterized only for a handful of model genes, and its mechanism is poorly understood on the systems level. The long term goal is to understand the mechanisms by which mRNA polyadenylation regulates gene expression in eukaryotic genomes. There are two specific aims in this project: 1) To accurately predict poly(A) sites across metazoan species using their corresponding cis elements; 2) To quantitatively model poly(A) site usage and selection across human and mouse tissues. We will combine computational and molecular biology techniques to address these issues. The results will improve gene annotation in metazoan species, uncover gene regulation events mediated by alternative polyadenylation, elucidate 3' UTR evolution, shed light on the mechanisms of polyadenylation, and provide valuable tools to examine human mutations and polymorphisms that affect poly(A) sites.          n/a",
Predicting Drug Cardiotoxicity Targets Using iPSC-Derived Cardiomyocytes and Machine Learning,"Predicting Drug Cardiotoxicity Targets Using iPSC-Derived Cardiomyocytes and Machine Learning PROJECT SUMMARY Drug development and approval is a costly process with nearly $2 billion spent for each drug that is approved. One of the most significant contributors to this high cost is the expense of developing drugs that fail to pass clinical trials – only 15% of drugs that begin clinical trials are approved for use on humans. A common reason for not reaching the FDA’s criteria for approval is that the drug is classified as cardiotoxic, which cannot be detected during early stages of drug development. One way that drugs can lead to cardiotoxicity is by altering the electrical activity of ion channels that are responsible for the excitation of the heart tissue that pumps blood to the body. Understanding which ion channels, and the extent to which these ion channels are affected is central to determining the cardiotoxicity of a drug. Early-stage predictions of cardiotoxicity are based on animal studies that are poor models of human heart behavior or single-cell electrophysiological studies that falsely assume underlying pathophysiology based on action potential changes. The recent development of human induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CMs) offers an opportunity to study drug effects on human cells in a preclinical setting. In this study, we hypothesize that fitting a computational iPSC-CM model to voltage-clamp (VC) data acquired before and after drug application provides a means of quantifying unknown drug effects on specific cardiac ion channels. We will address this hypothesis through the following Specific Aims: 1) Use machine learning to design a novel VC protocol that improves the quality of data for hiPSC-CM model fitting. 2) Quantify the change in hiPSC-CM ion channel conductances before and after drug application. We will use machine learning to develop a novel voltage clamp protocol that improves the electrophysiology data acquired from our hiPSC-CMs. The data is optimized to improve predictions of the conductances for all ion channels activated during the cardiac action potential. We can apply this voltage clamp protocol in an in vitro setting before and after drug application, then fit our computational model to each dataset. The change in ion channel conductances, predicted by the model fit, serves as an estimate of the channel-specific effects of the drug. The contributions of this proposal will be significant because it will be the first study to use human cardiac cells to produce quantitative measurements of channel-specific drug targets that may lead to lethal cardiac arrhythmias. PROJECT NARRATIVE Many promising drugs developed to treat a variety of diseases have undesirable effects on the heart, including increased risk of sudden cardiac death. Often, these drugs are not found to have adverse effects until they reach clinical trials, and failure of drugs at this stage of development is very costly. We aim to develop a method that leverages machine learning and human stem cell-derived heart cells to predict drug cardiotoxicity in a pre-clinical setting to substantially reduce the cost of the drug development process.",
Development of assistive self-care robot technologies for people with disabilities,"Development of assistive self-care robot technologies for people with disabilities Towards Autonomy in Daily Living: A Formalism for Intelligent Assistive Feeding Systems  Applicant PI, Tapomayukh Bhattacharjee Overview We propose to develop a design space framework and co-design methodology for the development of assistive self-care robot technologies that are informed by the social model of disability. Our model of assistive robots in the domain of self-care considers an individual's social and environmental context, coping processes and other factors that can affect independent functioning. Our design methods utilize embedded sensing to intelligently respond to these con- siderations. We speciﬁcally focus on assistive feeding tasks, proposing a formalism that enables a robotic system to feed a person with upper-extremity disability. Our guiding principle is that human-level interaction is feasible only if the robot itself relies on human-level semantics. We im- plement this principle by relying on data to learn and develop object-dependent control policies and timing models for acquiring and transferring a bite to a user at a proper time. The system's ob- server detects world states and arbitrator invokes different control policies based on these states. The tangible result will be an intelligent assistive feeding robot whose performance can generalize to different activities, adapt to user preferences, and recover from failures. Objectives and Relevance to NIH A design framework for assistive robots would provide for- malisms that let us address the fundamental challenge of designing robots that are responsive to context of use and support assisted self-care in a variety of social settings. We combine method- ologies from human-robot interaction, cognitive science, machine learning, robotics and haptics with user studies and our formalism to address the following research questions: (Q1) Mechanics of Feeding-Control Policies: How can control policies be designed for dexterous non-prehensile manipu- lation of deformable objects such as food? (Q2) Social Aspects of Feeding-Bite Timing: How should an assistive feeding robot decide the right timing for feeding a user? (Q3) Human-in-the-Loop: How can human-directed feedback be added into the loop for an autonomous assistive feeding system?  The proposed work will allow users with upper-arm disabilities to use this system for intelli- gent assistance with daily feeding tasks. This can in turn help them increase their independence and autonomy making eating easier and more enjoyable. While we presently focus on this spe- ciﬁc application, the tools and insights we gain can generalize to the ﬁelds of robotic assistance and human-robot interaction across other activities of daily living and instrumental activities of daily living. Thus, our work is clearly motivated by the intent to improve the quality of health and life of the aging population and is very relevant to the theme of NIH. 1 Towards Autonomy in Daily Living: A Formalism for Intelligent Assistive Feeding Systems  Applicant PI, Tapomayukh Bhattacharjee  The proposed work will allow users with upper-arm disabilities to use this system for intelli- gent assistance with daily feeding tasks, potentially increasing their independence and autonomy making eating easier and more enjoyable. The long-term promise of this research is to have robots in society that are able to seamlessly and ﬂuently perform complex manipulation tasks in dynamic human environments in real homes which could impact individuals with other disabilities as well as able-bodied individuals. Through improved access to independent living and customizing to the unique needs and preferences of users, the results of this project can positively impact mil- lions of people worldwide, especially given the vast variability in our target population by being transformational in the scalability of assistive robotics for self-care. 1",
Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity,"Systems Biology Approach to Redefine Susceptibility Testing and Treatment of MDR Pathogens in the Context of Host Immunity   Project Summary    For something as complex and multifaceted as bacterial antibiotic resistance (AR), our drug evaluation  paradigm is strikingly narrow and homogenous: MIC/MBC testing in standardized bacteriologic media. We  have shown that this drug evaluation paradigm is inadequate, even misleading, as changes in the media  conditions of the procedure lead to dramatically different results. A more holistic definition of antibiotic therapy  that centers on understanding antibiotic activity in synergy with host innate immune factors such as cationic  antimicrobial peptides (AMPs), serum and phagocytic cells (e.g. neutrophils) reveals therapeutic options  unrecognized in standard testing. The proposed U01 program represents a groundbreaking approach to use  systems biology approaches and inform more effective antibiotic utilization in the context of host innate  immunity. We propose to: 1) build an iterative systems biology workflow that integrates multiple experimental  and computational approaches to give a comprehensive assessment of AR; and 2) apply this workflow to high  priority pathogens to systematically elucidate AR mechanisms and their condition­dependency. The iterative  workflow includes: (i) omics and physiological data generation.  Clinically isolated strains of the selected  pathogens will be grown under conventional testing (bacteriologic media) and more physiologic conditions  (tissue culture media, serum, and in presence of AMPs and neutrophils) to probe for advantageous gain of  activity.  The omics data types collected are: DNA resequencing, RNAseq, and metabolomics.  (ii)  Bioinformatics and data modeling analysis involves three approaches: big data analysis for data set  dimensionality and coarse grained variable dependencies assessment, genome­scale modeling for  mechanistic elucidation and analysis, and machine learning that uses AR­related metadata to classify the  overall biological functions. This analysis will lead to understanding of AR mechanisms.  (iii) Multi­scale  validation from animal models, to laboratory evolution, to cytology, to gene expression alteration, to structural  protein analysis of putative targets. The validation thus ranges from host behavior to atomistic detail of  ligand­target interactions. The iterative loop then closes, comparing computational prediction to experimental  outcomes. False­negative and false­positive predictions are then algorithmically analyzed by a hypothesis  generating family of algorithms that then makes suggestions about what conditions to use in the next iteration  of the loop.  The pathogens that we will focus on are methicillin­resistant ​Staphylococcus aureus ​(MRSA), the  carbapenem­resistant Enterobacteriaceae (CRE) Klebsiella ​pneumoniae ​and ​Acinetobacter baumannii,​ and  Pseudomonas aeruginosa​. The team of investigators has made the foundational observations and led the  development of the technologies on which the iterative workflow is based. A multi­ and genome­scale methods  of systems biology fulfills requirements of RFA­AI­14­064 to which it responds.              Narrative    The current evaluation of antibiotic drug candidates in drug discovery and in clinical medicine is conducted in  laboratory media that ignores the actual physiologic conditions in the host and the host immune system.  We  have discovered potent antimicrobial activities of existing antibiotics against highly “drug­resistant superbugs”  that are currently ignored but revealed in synergy with the human immune system. This program proposes a  holistic and comprehensive systems biology approach to systematically discover novel treatment opportunities  and underlying mechanisms using a novel iterative data generation, analysis, and modeling workflow.       ",
